purchase_order_id,order_date,supplier_id,component_id,quantity,received_quantity,defective_quantity,unit_cost_eur,delivery_delay_days,lithium_index,metals_index,industrial_energy_index
PO-004043,2025-10-05,SUP-018,CMP-004,1019,1019,72,78.47,4,100.66,100.06,111.6
PO-003770,2025-10-06,SUP-038,CMP-000,5337,5337,61,32.17,4,100.69,100.09,111.54
PO-003339,2025-10-06,SUP-027,CMP-009,5877,5877,13,13.09,6,100.69,100.09,111.54
PO-000275,2025-10-06,SUP-040,CMP-003,5886,5886,15,7.45,-1,100.69,100.09,111.54
PO-002552,2025-10-06,SUP-042,CMP-001,1197,1197,15,10.12,1,100.69,100.09,111.54
PO-003676,2025-10-06,SUP-020,CMP-004,208,208,2,75.11,1,100.69,100.09,111.54
PO-001490,2025-10-07,SUP-006,CMP-008,3910,3910,68,18.38,0,100.72,100.13,111.48
PO-000525,2025-10-07,SUP-045,CMP-004,5761,5761,13,73.15,0,100.72,100.13,111.48
PO-004453,2025-10-07,SUP-005,CMP-008,3144,3144,55,17.46,2,100.72,100.13,111.48
PO-001798,2025-10-07,SUP-045,CMP-006,5013,5013,65,28.31,-4,100.72,100.13,111.48
PO-000184,2025-10-07,SUP-007,CMP-002,1462,1462,21,4.82,7,100.72,100.13,111.48
PO-004066,2025-10-08,SUP-038,CMP-001,2651,2651,26,8.97,5,100.75,100.17,111.41
PO-004607,2025-10-08,SUP-045,CMP-009,2391,2391,20,12.92,-2,100.75,100.17,111.41
PO-000384,2025-10-08,SUP-014,CMP-009,3618,3618,28,13.04,-1,100.75,100.17,111.41
PO-000319,2025-10-08,SUP-052,CMP-006,4912,4912,80,29.75,5,100.75,100.17,111.41
PO-002610,2025-10-08,SUP-052,CMP-000,1485,1485,45,34.38,0,100.75,100.17,111.41
PO-003341,2025-10-08,SUP-007,CMP-001,3494,3494,40,8.94,7,100.75,100.17,111.41
PO-002835,2025-10-08,SUP-006,CMP-002,2034,2034,36,5.04,4,100.75,100.17,111.41
PO-000735,2025-10-09,SUP-026,CMP-003,3606,3606,99,7.88,-3,100.78,100.21,111.35
PO-001509,2025-10-10,SUP-026,CMP-009,3652,3652,111,12.84,0,100.8,100.25,111.28
PO-000198,2025-10-11,SUP-036,CMP-001,2800,2800,18,9.81,2,100.83,100.29,111.21
PO-001495,2025-10-11,SUP-050,CMP-007,4607,4607,131,42.94,-3,100.83,100.29,111.21
PO-004458,2025-10-11,SUP-001,CMP-002,2428,2428,15,4.85,-1,100.83,100.29,111.21
PO-001742,2025-10-11,SUP-019,CMP-005,1984,1984,52,119.16,0,100.83,100.29,111.21
PO-004261,2025-10-11,SUP-009,CMP-001,220,220,3,9.58,3,100.83,100.29,111.21
PO-002313,2025-10-11,SUP-030,CMP-003,5309,5309,63,7.04,4,100.83,100.29,111.21
PO-001314,2025-10-11,SUP-039,CMP-006,5461,5461,61,29.15,4,100.83,100.29,111.21
PO-003838,2025-10-11,SUP-045,CMP-004,3063,3063,13,78.39,5,100.83,100.29,111.21
PO-000721,2025-10-11,SUP-012,CMP-006,5757,5757,50,29.72,-3,100.83,100.29,111.21
PO-004146,2025-10-12,SUP-018,CMP-005,5582,5582,118,124.89,0,100.86,100.34,111.14
PO-001340,2025-10-12,SUP-044,CMP-004,1398,1398,15,83.08,3,100.86,100.34,111.14
PO-002371,2025-10-12,SUP-048,CMP-000,5215,5215,35,32.65,-4,100.86,100.34,111.14
PO-004314,2025-10-13,SUP-020,CMP-000,4725,4725,173,30.19,1,100.88,100.38,111.07
PO-004107,2025-10-13,SUP-004,CMP-004,1274,1274,25,71.24,-1,100.88,100.38,111.07
PO-004241,2025-10-13,SUP-036,CMP-006,4937,4937,17,29.5,3,100.88,100.38,111.07
PO-003964,2025-10-13,SUP-013,CMP-004,1234,1234,32,78.6,-1,100.88,100.38,111.07
PO-004610,2025-10-13,SUP-025,CMP-001,239,239,5,9.39,7,100.88,100.38,111.07
PO-001862,2025-10-13,SUP-013,CMP-000,447,447,32,30.45,2,100.88,100.38,111.07
PO-004162,2025-10-13,SUP-002,CMP-002,341,341,12,4.7,2,100.88,100.38,111.07
PO-004594,2025-10-13,SUP-009,CMP-001,3772,3772,20,11.17,6,100.88,100.38,111.07
PO-000365,2025-10-14,SUP-033,CMP-004,3670,3670,101,73.39,-2,100.91,100.43,111.0
PO-000163,2025-10-14,SUP-052,CMP-004,556,556,9,72.15,-3,100.91,100.43,111.0
PO-000178,2025-10-14,SUP-007,CMP-004,1955,1955,26,73.9,2,100.91,100.43,111.0
PO-004387,2025-10-14,SUP-052,CMP-005,3565,3565,66,118.05,2,100.91,100.43,111.0
PO-002996,2025-10-14,SUP-050,CMP-006,1308,1308,7,27.18,4,100.91,100.43,111.0
PO-000711,2025-10-14,SUP-015,CMP-009,2405,2405,88,13.39,8,100.91,100.43,111.0
PO-001740,2025-10-14,SUP-027,CMP-000,2406,2406,19,30.89,2,100.91,100.43,111.0
PO-002048,2025-10-14,SUP-044,CMP-000,1875,1875,17,34.03,3,100.91,100.43,111.0
PO-003364,2025-10-14,SUP-053,CMP-001,1983,1983,24,9.34,-3,100.91,100.43,111.0
PO-000607,2025-10-14,SUP-041,CMP-008,4991,4991,92,18.06,-3,100.91,100.43,111.0
PO-002887,2025-10-15,SUP-034,CMP-002,2460,2460,13,5.11,3,100.93,100.47,110.93
PO-000644,2025-10-15,SUP-030,CMP-004,1375,1375,23,79.39,2,100.93,100.47,110.93
PO-003266,2025-10-15,SUP-007,CMP-003,3975,3975,49,7.34,7,100.93,100.47,110.93
PO-004286,2025-10-15,SUP-008,CMP-001,4858,4858,71,9.47,1,100.93,100.47,110.93
PO-002347,2025-10-15,SUP-001,CMP-000,1959,1959,19,31.69,3,100.93,100.47,110.93
PO-004573,2025-10-15,SUP-033,CMP-000,1817,1817,22,32.29,1,100.93,100.47,110.93
PO-003279,2025-10-16,SUP-025,CMP-004,1727,1727,37,73.73,3,100.95,100.52,110.86
PO-001176,2025-10-16,SUP-021,CMP-008,4544,4544,33,18.85,-1,100.95,100.52,110.86
PO-003100,2025-10-16,SUP-000,CMP-005,3282,3282,55,120.32,3,100.95,100.52,110.86
PO-002322,2025-10-17,SUP-018,CMP-009,2335,2335,63,12.93,3,100.98,100.57,110.79
PO-004194,2025-10-17,SUP-045,CMP-006,3972,3972,29,28.46,0,100.98,100.57,110.79
PO-000066,2025-10-17,SUP-027,CMP-003,5743,5743,28,7.71,2,100.98,100.57,110.79
PO-004468,2025-10-17,SUP-013,CMP-007,1949,1949,35,43.51,-1,100.98,100.57,110.79
PO-004141,2025-10-17,SUP-049,CMP-001,3660,3660,37,9.49,-2,100.98,100.57,110.79
PO-002153,2025-10-18,SUP-003,CMP-002,4153,4153,81,4.97,1,101.0,100.62,110.71
PO-002197,2025-10-18,SUP-036,CMP-004,4139,4139,16,75.71,4,101.0,100.62,110.71
PO-003200,2025-10-18,SUP-049,CMP-009,2305,2305,39,12.75,6,101.0,100.62,110.71
PO-000758,2025-10-18,SUP-036,CMP-009,3887,3887,18,12.51,3,101.0,100.62,110.71
PO-003588,2025-10-18,SUP-019,CMP-008,5013,5013,123,18.04,0,101.0,100.62,110.71
PO-003535,2025-10-18,SUP-031,CMP-006,4606,4606,34,30.17,1,101.0,100.62,110.71
PO-000539,2025-10-18,SUP-004,CMP-004,3587,3587,46,72.45,0,101.0,100.62,110.71
PO-002927,2025-10-18,SUP-050,CMP-004,4421,4421,103,73.08,-3,101.0,100.62,110.71
PO-002016,2025-10-18,SUP-037,CMP-004,4242,4242,6,77.95,0,101.0,100.62,110.71
PO-003944,2025-10-18,SUP-032,CMP-004,3868,3868,62,74.63,3,101.0,100.62,110.71
PO-004226,2025-10-18,SUP-016,CMP-005,4138,4138,58,120.26,1,101.0,100.62,110.71
PO-000973,2025-10-19,SUP-042,CMP-000,2001,2001,44,33.15,1,101.02,100.67,110.64
PO-000372,2025-10-19,SUP-037,CMP-000,1835,1835,32,31.88,1,101.02,100.67,110.64
PO-003571,2025-10-19,SUP-029,CMP-004,808,808,12,77.21,2,101.02,100.67,110.64
PO-003786,2025-10-19,SUP-002,CMP-009,3440,3440,65,12.74,4,101.02,100.67,110.64
PO-004210,2025-10-19,SUP-048,CMP-000,5479,5479,16,29.26,-1,101.02,100.67,110.64
PO-003324,2025-10-20,SUP-053,CMP-004,4006,4006,22,73.27,3,101.04,100.72,110.57
PO-002073,2025-10-20,SUP-030,CMP-005,587,587,7,118.57,3,101.04,100.72,110.57
PO-001884,2025-10-20,SUP-039,CMP-004,2598,2598,28,77.73,3,101.04,100.72,110.57
PO-003593,2025-10-20,SUP-040,CMP-001,5685,5685,11,9.55,2,101.04,100.72,110.57
PO-004111,2025-10-20,SUP-021,CMP-004,4323,4323,41,75.48,0,101.04,100.72,110.57
PO-001951,2025-10-20,SUP-030,CMP-004,893,893,5,76.93,1,101.04,100.72,110.57
PO-003173,2025-10-20,SUP-053,CMP-007,312,312,6,42.93,-3,101.04,100.72,110.57
PO-001451,2025-10-20,SUP-036,CMP-002,1429,1429,8,5.14,7,101.04,100.72,110.57
PO-003797,2025-10-21,SUP-047,CMP-001,3761,3761,34,9.77,3,101.06,100.78,110.49
PO-004744,2025-10-21,SUP-046,CMP-003,2264,2264,41,7.45,3,101.06,100.78,110.49
PO-002865,2025-10-21,SUP-029,CMP-000,390,390,7,31.51,2,101.06,100.78,110.49
PO-003697,2025-10-21,SUP-014,CMP-004,5844,5844,11,74.44,6,101.06,100.78,110.49
PO-002679,2025-10-22,SUP-019,CMP-002,2742,2742,60,4.68,1,101.08,100.83,110.41
PO-001471,2025-10-22,SUP-028,CMP-005,5693,5693,140,119.3,2,101.08,100.83,110.41
PO-004566,2025-10-22,SUP-039,CMP-005,3468,3468,31,120.14,4,101.08,100.83,110.41
PO-001086,2025-10-22,SUP-017,CMP-003,4682,4682,66,7.7,0,101.08,100.83,110.41
PO-003120,2025-10-22,SUP-016,CMP-002,4144,4144,466,5.44,2,101.08,100.83,110.41
PO-002621,2025-10-22,SUP-027,CMP-008,4071,4071,6,18.06,-1,101.08,100.83,110.41
PO-004082,2025-10-22,SUP-053,CMP-005,3551,3551,30,147.14,-2,101.08,100.83,110.41
PO-002822,2025-10-23,SUP-046,CMP-004,2309,2309,67,77.44,2,101.1,100.89,110.34
PO-001818,2025-10-23,SUP-002,CMP-004,346,346,11,75.16,2,101.1,100.89,110.34
PO-000361,2025-10-23,SUP-037,CMP-003,406,406,3,7.29,-2,101.1,100.89,110.34
PO-003265,2025-10-23,SUP-009,CMP-000,4211,4211,43,32.22,2,101.1,100.89,110.34
PO-004407,2025-10-24,SUP-002,CMP-000,905,905,22,30.0,5,101.11,100.94,110.26
PO-000186,2025-10-24,SUP-049,CMP-003,4675,4675,55,7.01,3,101.11,100.94,110.26
PO-002774,2025-10-24,SUP-042,CMP-006,431,431,2,28.72,2,101.11,100.94,110.26
PO-003157,2025-10-24,SUP-051,CMP-000,3483,3483,71,32.06,-4,101.11,100.94,110.26
PO-001839,2025-10-24,SUP-011,CMP-004,2784,2784,35,73.71,0,101.11,100.94,110.26
PO-002599,2025-10-25,SUP-014,CMP-006,420,420,3,28.51,-4,101.13,101.0,110.18
PO-003566,2025-10-25,SUP-003,CMP-000,4117,4117,122,33.19,-2,101.13,101.0,110.18
PO-004219,2025-10-25,SUP-010,CMP-008,3534,3534,7,17.84,3,101.13,101.0,110.18
PO-002944,2025-10-25,SUP-025,CMP-002,3104,3104,40,4.74,0,101.13,101.0,110.18
PO-000072,2025-10-25,SUP-034,CMP-009,3039,3039,18,13.47,4,101.13,101.0,110.18
PO-003653,2025-10-25,SUP-022,CMP-007,4561,4561,35,40.82,2,101.13,101.0,110.18
PO-001122,2025-10-25,SUP-053,CMP-005,4437,4437,37,120.48,4,101.13,101.0,110.18
PO-002590,2025-10-25,SUP-043,CMP-001,2557,2557,18,9.4,6,101.13,101.0,110.18
PO-001875,2025-10-25,SUP-035,CMP-004,1627,1627,10,76.08,3,101.13,101.0,110.18
PO-000555,2025-10-25,SUP-004,CMP-000,1539,1539,20,30.06,0,101.13,101.0,110.18
PO-000079,2025-10-26,SUP-002,CMP-004,5500,5500,110,70.67,-2,101.15,101.06,110.1
PO-003269,2025-10-26,SUP-050,CMP-009,4253,4253,71,13.48,3,101.15,101.06,110.1
PO-001477,2025-10-26,SUP-016,CMP-002,2889,2889,65,4.91,0,101.15,101.06,110.1
PO-001581,2025-10-26,SUP-040,CMP-001,1629,1629,3,9.32,-3,101.15,101.06,110.1
PO-000702,2025-10-26,SUP-053,CMP-004,4459,4459,97,77.34,0,101.15,101.06,110.1
PO-000132,2025-10-27,SUP-043,CMP-004,4813,4813,40,81.69,3,101.16,101.12,110.02
PO-001321,2025-10-27,SUP-046,CMP-006,2724,2724,18,28.25,0,101.16,101.12,110.02
PO-002257,2025-10-27,SUP-053,CMP-001,4922,4922,39,9.5,-1,101.16,101.12,110.02
PO-001091,2025-10-27,SUP-007,CMP-005,4518,4518,25,121.29,6,101.16,101.12,110.02
PO-000340,2025-10-27,SUP-006,CMP-008,2377,2377,55,17.75,2,101.16,101.12,110.02
PO-000763,2025-10-27,SUP-001,CMP-004,203,203,3,76.02,-1,101.16,101.12,110.02
PO-004168,2025-10-27,SUP-039,CMP-009,5053,5053,26,13.06,5,101.16,101.12,110.02
PO-004230,2025-10-27,SUP-009,CMP-005,3581,3581,127,121.66,2,101.16,101.12,110.02
PO-003478,2025-10-27,SUP-004,CMP-005,3896,3896,30,124.74,3,101.16,101.12,110.02
PO-000104,2025-10-28,SUP-051,CMP-009,3339,3339,52,13.43,0,101.18,101.18,109.94
PO-004175,2025-10-29,SUP-031,CMP-004,5527,5527,92,76.65,0,101.19,101.24,109.86
PO-003780,2025-10-29,SUP-000,CMP-004,5748,5748,58,76.5,-1,101.19,101.24,109.86
PO-004741,2025-10-29,SUP-053,CMP-009,2033,2033,16,14.47,2,101.19,101.24,109.86
PO-002388,2025-10-29,SUP-051,CMP-008,1094,1094,16,19.2,3,101.19,101.24,109.86
PO-002055,2025-10-29,SUP-041,CMP-008,487,487,11,18.66,-2,101.19,101.24,109.86
PO-003886,2025-10-30,SUP-029,CMP-001,5429,5429,98,8.95,-2,101.2,101.3,109.78
PO-001349,2025-10-30,SUP-024,CMP-000,4011,4011,60,30.26,-4,101.2,101.3,109.78
PO-000833,2025-10-30,SUP-013,CMP-007,2670,2670,45,46.66,2,101.2,101.3,109.78
PO-003711,2025-10-31,SUP-039,CMP-009,3766,3766,15,13.54,3,101.22,101.37,109.7
PO-003526,2025-11-01,SUP-021,CMP-001,3000,3000,34,9.96,-2,101.23,101.43,109.62
PO-002147,2025-11-01,SUP-035,CMP-000,983,983,7,31.91,4,101.23,101.43,109.62
PO-000764,2025-11-01,SUP-032,CMP-009,1922,1922,56,12.97,2,101.23,101.43,109.62
PO-003463,2025-11-02,SUP-008,CMP-009,3157,3157,19,13.17,1,101.24,101.49,109.53
PO-004181,2025-11-02,SUP-036,CMP-004,3206,3206,11,74.43,6,101.24,101.49,109.53
PO-000797,2025-11-02,SUP-029,CMP-004,3439,3439,81,72.19,2,101.24,101.49,109.53
PO-000241,2025-11-02,SUP-031,CMP-002,2215,2215,71,5.06,2,101.24,101.49,109.53
PO-003353,2025-11-02,SUP-016,CMP-003,5342,5342,56,7.15,-3,101.24,101.49,109.53
PO-000986,2025-11-03,SUP-030,CMP-004,2826,2826,22,77.53,2,101.25,101.56,109.45
PO-001255,2025-11-03,SUP-040,CMP-004,3058,3058,15,77.98,3,101.25,101.56,109.45
PO-000728,2025-11-03,SUP-016,CMP-004,599,599,25,75.38,3,101.25,101.56,109.45
PO-002071,2025-11-03,SUP-052,CMP-006,5894,5894,98,29.05,4,101.25,101.56,109.45
PO-002830,2025-11-03,SUP-043,CMP-004,3781,3781,23,77.53,4,101.25,101.56,109.45
PO-001273,2025-11-03,SUP-045,CMP-007,1391,1391,5,44.0,0,101.25,101.56,109.45
PO-000325,2025-11-03,SUP-039,CMP-009,5603,5603,28,12.97,4,101.25,101.56,109.45
PO-002431,2025-11-04,SUP-047,CMP-008,2920,2920,5,17.2,8,101.26,101.63,109.37
PO-000385,2025-11-04,SUP-005,CMP-005,5989,5989,160,116.11,2,101.26,101.63,109.37
PO-002792,2025-11-04,SUP-031,CMP-000,1146,1146,23,32.27,1,101.26,101.63,109.37
PO-003638,2025-11-05,SUP-027,CMP-005,5893,5893,33,119.97,3,101.27,101.69,109.28
PO-004018,2025-11-05,SUP-049,CMP-004,3613,3613,94,77.79,0,101.27,101.69,109.28
PO-001696,2025-11-05,SUP-023,CMP-005,4483,4483,22,120.61,-1,101.27,101.69,109.28
PO-000955,2025-11-06,SUP-000,CMP-004,1717,1717,19,76.75,1,101.28,101.76,109.2
PO-002090,2025-11-06,SUP-024,CMP-003,4243,4243,73,7.11,3,101.28,101.76,109.2
PO-003785,2025-11-06,SUP-043,CMP-004,5195,5195,25,80.19,5,101.28,101.76,109.2
PO-003633,2025-11-06,SUP-037,CMP-006,4573,4573,23,29.08,-1,101.28,101.76,109.2
PO-001309,2025-11-06,SUP-019,CMP-007,3783,3783,31,42.87,2,101.28,101.76,109.2
PO-004762,2025-11-06,SUP-043,CMP-004,3923,3923,26,77.61,5,101.28,101.76,109.2
PO-000931,2025-11-06,SUP-053,CMP-003,5240,5240,91,6.96,1,101.28,101.76,109.2
PO-004713,2025-11-07,SUP-002,CMP-002,2411,2411,59,4.83,0,101.29,101.83,109.11
PO-001525,2025-11-07,SUP-021,CMP-002,5547,5547,85,5.03,5,101.29,101.83,109.11
PO-001688,2025-11-07,SUP-036,CMP-003,3691,3691,17,7.15,5,101.29,101.83,109.11
PO-004062,2025-11-07,SUP-043,CMP-009,3386,3386,31,13.33,3,101.29,101.83,109.11
PO-002812,2025-11-07,SUP-036,CMP-001,5558,5558,16,9.09,1,101.29,101.83,109.11
PO-002250,2025-11-07,SUP-013,CMP-004,4018,4018,39,75.42,2,101.29,101.83,109.11
PO-001141,2025-11-08,SUP-014,CMP-004,1939,1939,18,75.33,0,101.29,101.9,109.02
PO-003742,2025-11-08,SUP-044,CMP-004,4468,4468,76,78.36,3,101.29,101.9,109.02
PO-002162,2025-11-08,SUP-045,CMP-004,5503,5503,42,78.27,-1,101.29,101.9,109.02
PO-003616,2025-11-08,SUP-050,CMP-003,4132,4132,59,7.11,3,101.29,101.9,109.02
PO-002092,2025-11-08,SUP-035,CMP-000,5210,5210,67,32.22,4,101.29,101.9,109.02
PO-002320,2025-11-08,SUP-014,CMP-008,449,449,2,17.75,4,101.29,101.9,109.02
PO-003505,2025-11-08,SUP-046,CMP-004,4178,4178,22,78.2,2,101.29,101.9,109.02
PO-002506,2025-11-08,SUP-050,CMP-001,4082,4082,35,9.19,0,101.29,101.9,109.02
PO-004701,2025-11-09,SUP-041,CMP-004,1950,1950,65,77.75,4,101.3,101.97,108.94
PO-004164,2025-11-09,SUP-020,CMP-000,4700,4700,37,33.01,0,101.3,101.97,108.94
PO-003576,2025-11-09,SUP-021,CMP-000,4479,4479,51,32.99,2,101.3,101.97,108.94
PO-003036,2025-11-09,SUP-028,CMP-003,5146,5146,54,7.85,-3,101.3,101.97,108.94
PO-002025,2025-11-09,SUP-015,CMP-009,567,567,9,13.38,7,101.3,101.97,108.94
PO-003037,2025-11-10,SUP-010,CMP-004,3615,3615,10,78.54,0,101.3,102.04,108.85
PO-001247,2025-11-10,SUP-038,CMP-001,2829,2829,38,9.29,2,101.3,102.04,108.85
PO-003953,2025-11-10,SUP-053,CMP-000,950,950,15,30.46,1,101.3,102.04,108.85
PO-001782,2025-11-10,SUP-020,CMP-001,5441,5441,26,9.49,4,101.3,102.04,108.85
PO-001220,2025-11-10,SUP-020,CMP-000,5810,5810,45,33.03,3,101.3,102.04,108.85
PO-003836,2025-11-10,SUP-020,CMP-004,4477,4477,35,77.44,2,101.3,102.04,108.85
PO-004511,2025-11-10,SUP-007,CMP-004,4759,4759,87,75.4,8,101.3,102.04,108.85
PO-004128,2025-11-11,SUP-001,CMP-000,326,326,3,31.14,1,101.31,102.11,108.76
PO-003229,2025-11-11,SUP-050,CMP-005,2408,2408,46,116.39,0,101.31,102.11,108.76
PO-004004,2025-11-11,SUP-034,CMP-007,660,660,3,42.43,-1,101.31,102.11,108.76
PO-001855,2025-11-11,SUP-016,CMP-004,786,786,4,71.97,0,101.31,102.11,108.76
PO-004472,2025-11-12,SUP-051,CMP-004,929,929,21,72.77,2,101.31,102.19,108.67
PO-004393,2025-11-12,SUP-036,CMP-006,3541,3541,29,28.47,4,101.31,102.19,108.67
PO-003391,2025-11-12,SUP-050,CMP-008,4439,4439,82,18.09,1,101.31,102.19,108.67
PO-000828,2025-11-12,SUP-045,CMP-000,1265,1265,7,31.31,-1,101.31,102.19,108.67
PO-003239,2025-11-12,SUP-002,CMP-004,3024,3024,67,75.27,-1,101.31,102.19,108.67
PO-003809,2025-11-12,SUP-031,CMP-007,2054,2054,63,43.38,2,101.31,102.19,108.67
PO-000215,2025-11-12,SUP-038,CMP-009,2892,2892,62,13.41,1,101.31,102.19,108.67
PO-004483,2025-11-13,SUP-005,CMP-007,540,540,18,41.95,-3,101.31,102.26,108.58
PO-003775,2025-11-13,SUP-053,CMP-002,4533,4533,149,4.91,4,101.31,102.26,108.58
PO-003065,2025-11-13,SUP-039,CMP-004,483,483,3,77.45,2,101.31,102.26,108.58
PO-002437,2025-11-14,SUP-017,CMP-007,1748,1748,32,45.16,3,101.32,102.34,108.5
PO-000790,2025-11-14,SUP-037,CMP-001,5034,5034,10,9.91,0,101.32,102.34,108.5
PO-000825,2025-11-14,SUP-003,CMP-004,1562,1562,48,79.32,3,101.32,102.34,108.5
PO-000195,2025-11-14,SUP-050,CMP-004,3766,3766,69,72.92,-1,101.32,102.34,108.5
PO-000855,2025-11-14,SUP-052,CMP-009,1398,1398,26,13.09,4,101.32,102.34,108.5
PO-001523,2025-11-14,SUP-025,CMP-008,5553,5553,68,19.09,2,101.32,102.34,108.5
PO-004060,2025-11-15,SUP-020,CMP-000,577,577,8,29.87,-1,101.32,102.41,108.41
PO-000061,2025-11-15,SUP-050,CMP-006,5230,5230,88,26.64,-3,101.32,102.41,108.41
PO-003311,2025-11-15,SUP-005,CMP-000,955,955,38,32.15,3,101.32,102.41,108.41
PO-001957,2025-11-15,SUP-004,CMP-007,357,357,8,42.43,1,101.32,102.41,108.41
PO-003198,2025-11-15,SUP-050,CMP-000,5106,5106,20,30.08,-1,101.32,102.41,108.41
PO-000847,2025-11-15,SUP-047,CMP-003,3578,3578,15,7.52,3,101.32,102.41,108.41
PO-001584,2025-11-15,SUP-042,CMP-004,3725,3725,33,72.38,2,101.32,102.41,108.41
PO-001121,2025-11-16,SUP-040,CMP-009,2545,2545,13,13.97,0,101.32,102.49,108.32
PO-000400,2025-11-16,SUP-053,CMP-008,2732,2732,20,19.1,5,101.32,102.49,108.32
PO-001933,2025-11-16,SUP-041,CMP-001,2444,2444,55,9.62,-2,101.32,102.49,108.32
PO-000508,2025-11-16,SUP-029,CMP-001,2534,2534,51,9.65,1,101.32,102.49,108.32
PO-003490,2025-11-16,SUP-053,CMP-002,1404,1404,17,5.04,-1,101.32,102.49,108.32
PO-004034,2025-11-16,SUP-009,CMP-004,5963,5963,69,78.57,3,101.32,102.49,108.32
PO-000827,2025-11-16,SUP-050,CMP-000,1981,1981,12,32.81,4,101.32,102.49,108.32
PO-001308,2025-11-17,SUP-036,CMP-003,4941,4941,15,6.88,3,101.32,102.56,108.22
PO-001065,2025-11-17,SUP-032,CMP-000,3529,3529,113,33.09,1,101.32,102.56,108.22
PO-004434,2025-11-17,SUP-014,CMP-000,722,722,4,31.83,-1,101.32,102.56,108.22
PO-000273,2025-11-17,SUP-027,CMP-000,3281,3281,14,32.57,3,101.32,102.56,108.22
PO-001684,2025-11-17,SUP-019,CMP-004,1728,1728,30,75.12,-1,101.32,102.56,108.22
PO-000099,2025-11-17,SUP-005,CMP-005,807,807,18,117.74,-2,101.32,102.56,108.22
PO-003698,2025-11-18,SUP-033,CMP-007,656,656,18,45.27,-1,101.32,102.64,108.13
PO-004071,2025-11-18,SUP-048,CMP-000,995,995,1,30.76,1,101.32,102.64,108.13
PO-000599,2025-11-18,SUP-052,CMP-009,664,664,8,13.27,-1,101.32,102.64,108.13
PO-004395,2025-11-18,SUP-035,CMP-003,5501,5501,41,7.45,4,101.32,102.64,108.13
PO-004771,2025-11-18,SUP-047,CMP-007,3330,3330,25,43.04,1,101.32,102.64,108.13
PO-000862,2025-11-18,SUP-041,CMP-008,5866,5866,61,18.74,0,101.32,102.64,108.13
PO-004147,2025-11-18,SUP-032,CMP-000,2174,2174,18,31.84,3,101.32,102.64,108.13
PO-004477,2025-11-18,SUP-023,CMP-009,567,567,3,13.23,1,101.32,102.64,108.13
PO-001984,2025-11-19,SUP-030,CMP-000,5019,5019,28,32.28,1,101.31,102.72,108.04
PO-002577,2025-11-19,SUP-000,CMP-008,3470,3470,47,16.11,2,101.31,102.72,108.04
PO-004093,2025-11-19,SUP-016,CMP-004,4542,4542,65,79.29,2,101.31,102.72,108.04
PO-002965,2025-11-20,SUP-020,CMP-000,2923,2923,10,31.25,1,101.31,102.79,107.95
PO-001252,2025-11-20,SUP-031,CMP-003,868,868,23,7.72,-4,101.31,102.79,107.95
PO-003900,2025-11-20,SUP-043,CMP-001,3687,3687,20,9.65,8,101.31,102.79,107.95
PO-002220,2025-11-21,SUP-048,CMP-004,3661,3661,12,72.05,2,101.31,102.87,107.86
PO-001865,2025-11-21,SUP-019,CMP-007,1413,1413,54,42.27,-1,101.31,102.87,107.86
PO-002915,2025-11-21,SUP-001,CMP-002,1706,1706,11,4.71,1,101.31,102.87,107.86
PO-004637,2025-11-21,SUP-048,CMP-000,4540,4540,27,31.21,0,101.31,102.87,107.86
PO-004212,2025-11-21,SUP-026,CMP-004,1797,1797,42,76.79,2,101.31,102.87,107.86
PO-003696,2025-11-21,SUP-050,CMP-005,3711,3711,46,119.69,1,101.31,102.87,107.86
PO-003933,2025-11-21,SUP-036,CMP-006,433,433,4,28.04,1,101.31,102.87,107.86
PO-004028,2025-11-22,SUP-031,CMP-006,351,351,5,28.8,0,101.3,102.95,107.77
PO-001077,2025-11-22,SUP-007,CMP-003,2945,2945,33,7.25,6,101.3,102.95,107.77
PO-004285,2025-11-22,SUP-002,CMP-007,2957,2957,46,43.09,3,101.3,102.95,107.77
PO-000238,2025-11-22,SUP-026,CMP-000,223,223,3,34.06,3,101.3,102.95,107.77
PO-001777,2025-11-23,SUP-041,CMP-008,5963,5963,89,18.21,3,101.3,103.03,107.67
PO-001196,2025-11-23,SUP-020,CMP-004,2594,2594,22,73.38,1,101.3,103.03,107.67
PO-002184,2025-11-24,SUP-004,CMP-000,2762,2762,54,32.93,-1,101.29,103.11,107.58
PO-001142,2025-11-24,SUP-044,CMP-004,2761,2761,69,81.73,-1,101.29,103.11,107.58
PO-000951,2025-11-24,SUP-001,CMP-007,4702,4702,29,42.26,-2,101.29,103.11,107.58
PO-000966,2025-11-24,SUP-037,CMP-000,5372,5372,24,30.79,3,101.29,103.11,107.58
PO-000191,2025-11-25,SUP-053,CMP-004,1518,1518,24,72.24,4,101.28,103.19,107.49
PO-003902,2025-11-25,SUP-006,CMP-008,4746,4746,36,18.57,2,101.28,103.19,107.49
PO-000037,2025-11-26,SUP-006,CMP-009,4616,4616,81,12.78,2,101.28,103.27,107.39
PO-001145,2025-11-26,SUP-035,CMP-009,4660,4660,62,13.17,4,101.28,103.27,107.39
PO-002252,2025-11-27,SUP-049,CMP-009,887,887,23,13.45,-1,101.27,103.35,107.3
PO-003369,2025-11-27,SUP-051,CMP-005,1631,1631,28,128.57,1,101.27,103.35,107.3
