purchase_order_id,order_date,supplier_id,component_id,quantity,received_quantity,defective_quantity,unit_cost_eur,delivery_delay_days,lithium_index,metals_index,industrial_energy_index,supplier_name,country,country_risk,contract_tier,component,commodity_family,standard_unit_cost_eur,commodity_exposure,energy_exposure,actual_spend_eur,standard_spend_eur,ppv_eur,price_variance_pct,defect_rate,on_time,month,anomaly_score,is_anomaly,anomaly_reason
PO-000604,2026-01-26,SUP-045,CMP-002,4647,4647,11,5.28,0,99.23,108.23,101.67,Supplier B20,DE,12,Approved,Cell casing,Aluminium,4.8,0.22,0.2,24536.16,22305.6,2230.5600000000013,10.000000000000009,0.0023671185711211535,True,2026-01,1.013,False,Multivariate exception
PO-000110,2026-01-26,SUP-044,CMP-003,1139,1139,10,7.54,-1,99.23,108.23,101.67,Supplier B19,DE,12,Approved,Copper busbar,Copper,7.2,0.4,0.11,8588.06,8200.800000000001,387.2599999999984,4.722222222222228,0.00877963125548727,True,2026-01,0.3172,False,Multivariate exception
PO-003558,2026-01-27,SUP-032,CMP-000,4849,4849,149,30.96,0,99.17,108.3,101.59,Supplier B07,CZ,17,Preferred,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,150125.04,150319.0,-193.95999999999185,-0.1290322580645098,0.030727985151577646,True,2026-01,1.1387,False,Multivariate exception
PO-001042,2026-01-27,SUP-019,CMP-004,4319,4319,75,74.62,-2,99.17,108.3,101.59,Supplier A20,DE,12,Approved,Battery cell,Multi-material,74.0,0.52,0.18,322283.78,319606.0,2677.780000000028,0.8378378378378404,0.017365130817318823,True,2026-01,0.3051,False,Multivariate exception
PO-001719,2026-01-27,SUP-029,CMP-009,1221,1221,19,13.17,4,99.17,108.3,101.59,Supplier B04,DE,12,Strategic,Pack seal & insulation,Polymers,13.0,0.06,0.14,16080.57,15873.0,207.5699999999997,1.3076923076922986,0.015561015561015561,False,2026-01,0.6039,False,Multivariate exception
PO-000663,2026-01-27,SUP-025,CMP-001,204,204,3,9.74,0,99.17,108.3,101.59,Supplier A26,KR,21,Preferred,Anode graphite,Graphite,9.4,0.47,0.13,1986.96,1917.6000000000001,69.3599999999999,3.6170212765957332,0.014705882352941176,True,2026-01,0.2209,False,Multivariate exception
PO-003169,2026-01-27,SUP-032,CMP-005,586,586,6,125.35,6,99.17,108.3,101.59,Supplier B07,CZ,17,Preferred,Battery management system,Electronics,118.0,0.08,0.09,73455.09999999999,69148.0,4307.099999999991,6.228813559322033,0.010238907849829351,False,2026-01,1.0844,False,Multivariate exception
PO-001831,2026-01-27,SUP-038,CMP-009,911,911,15,12.31,1,99.17,108.3,101.59,Supplier B13,PT,15,Preferred,Pack seal & insulation,Polymers,13.0,0.06,0.14,11214.41,11843.0,-628.5900000000001,-5.307692307692302,0.01646542261251372,True,2026-01,0.249,False,Multivariate exception
PO-002007,2026-01-27,SUP-041,CMP-008,1493,1493,13,18.62,-2,99.17,108.3,101.59,Supplier B16,SE,10,Strategic,High-voltage connector,Copper/Electronics,18.0,0.18,0.1,27799.66,26874.0,925.6599999999999,3.44444444444445,0.008707300736771601,True,2026-01,0.1487,False,Multivariate exception
PO-000865,2026-01-27,SUP-000,CMP-004,4349,4349,239,73.97,3,99.17,108.3,101.59,Supplier A01,HU,24,Preferred,Battery cell,Multi-material,74.0,0.52,0.18,321695.52999999997,321826.0,-130.47000000003027,-0.04054054054054568,0.05495516210623132,False,2026-01,2.6773,True,High defect rate
PO-004372,2026-01-28,SUP-005,CMP-006,5628,5628,185,27.86,2,99.11,108.36,101.5,Supplier A06,DE,12,Preferred,Thermal management plate,Aluminium,28.0,0.16,0.24,156796.08,157584.0,-787.9200000000128,-0.5000000000000004,0.03287135749822317,True,2026-01,1.2866,False,Multivariate exception
PO-004551,2026-01-28,SUP-013,CMP-002,3422,3422,75,4.78,2,99.11,108.36,101.5,Supplier A14,CN,42,Approved,Cell casing,Aluminium,4.8,0.22,0.2,16357.160000000002,16425.6,-68.43999999999687,-0.4166666666666541,0.021917007597895968,True,2026-01,0.6192,False,Multivariate exception
PO-000838,2026-01-29,SUP-048,CMP-004,2084,2084,6,69.34,0,99.05,108.43,101.42,Supplier B23,PL,19,Preferred,Battery cell,Multi-material,74.0,0.52,0.18,144504.56,154216.0,-9711.440000000002,-6.2972972972972885,0.0028790786948176585,True,2026-01,0.0,False,Multivariate exception
PO-000467,2026-01-29,SUP-031,CMP-001,1214,1214,40,10.17,-2,99.05,108.43,101.42,Supplier B06,CZ,17,Approved,Anode graphite,Graphite,9.4,0.47,0.13,12346.38,11411.6,934.7799999999988,8.191489361702132,0.032948929159802305,True,2026-01,1.4937,False,Multivariate exception
PO-001572,2026-01-29,SUP-009,CMP-004,4149,4149,34,72.96,5,99.05,108.43,101.42,Supplier A10,CN,42,Preferred,Battery cell,Multi-material,74.0,0.52,0.18,302711.04,307026.0,-4314.960000000021,-1.4054054054054133,0.008194745721860689,False,2026-01,0.7631,False,Multivariate exception
PO-004012,2026-01-29,SUP-039,CMP-000,1141,1141,14,30.08,4,99.05,108.43,101.42,Supplier B14,PT,15,Preferred,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,34321.28,35371.0,-1049.7200000000012,-2.9677419354838808,0.012269938650306749,False,2026-01,0.5723,False,Multivariate exception
PO-004255,2026-01-29,SUP-015,CMP-007,4831,4831,67,42.38,4,99.05,108.43,101.42,Supplier A16,DE,12,Approved,Module housing,Aluminium,42.0,0.18,0.26,204737.78,202902.0,1835.7799999999988,0.9047619047619193,0.013868764231008072,False,2026-01,0.5789,False,Multivariate exception
PO-004560,2026-01-29,SUP-043,CMP-004,5184,5184,74,74.75,-2,99.05,108.43,101.42,Supplier B18,CZ,17,Approved,Battery cell,Multi-material,74.0,0.52,0.18,387504.0,383616.0,3888.0,1.0135135135135087,0.01427469135802469,True,2026-01,0.1123,False,Multivariate exception
PO-004791,2026-01-29,SUP-034,CMP-004,1636,1636,7,75.14,-1,99.05,108.43,101.42,Supplier B09,CN,42,Preferred,Battery cell,Multi-material,74.0,0.52,0.18,122929.04000000001,121064.0,1865.0400000000081,1.540540540540536,0.004278728606356968,True,2026-01,0.0,False,Multivariate exception
PO-001329,2026-01-29,SUP-051,CMP-001,5141,5141,192,9.76,-2,99.05,108.43,101.42,Supplier B26,KR,21,Approved,Anode graphite,Graphite,9.4,0.47,0.13,50176.159999999996,48325.4,1850.7599999999948,3.8297872340425476,0.03734681968488621,True,2026-01,1.5643,False,Multivariate exception
PO-002323,2026-01-29,SUP-013,CMP-004,1389,1389,30,76.24,-1,99.05,108.43,101.42,Supplier A14,CN,42,Approved,Battery cell,Multi-material,74.0,0.52,0.18,105897.35999999999,102786.0,3111.359999999986,3.0270270270270183,0.02159827213822894,True,2026-01,0.5768,False,Multivariate exception
PO-000997,2026-01-30,SUP-013,CMP-002,5546,5546,42,5.03,0,98.99,108.5,101.33,Supplier A14,CN,42,Approved,Cell casing,Aluminium,4.8,0.22,0.2,27896.38,26620.8,1275.5800000000017,4.791666666666683,0.007573025604038947,True,2026-01,0.3264,False,Multivariate exception
PO-004104,2026-01-30,SUP-046,CMP-004,5653,5653,83,73.11,2,98.99,108.5,101.33,Supplier B21,KR,21,Preferred,Battery cell,Multi-material,74.0,0.52,0.18,413290.83,418322.0,-5031.169999999984,-1.202702702702707,0.014682469485229083,True,2026-01,0.2353,False,Multivariate exception
PO-004486,2026-01-30,SUP-011,CMP-001,2870,2870,25,10.19,2,98.99,108.5,101.33,Supplier A12,DE,12,Preferred,Anode graphite,Graphite,9.4,0.47,0.13,29245.3,26978.0,2267.2999999999993,8.404255319148923,0.008710801393728223,True,2026-01,0.825,False,Multivariate exception
PO-003536,2026-01-30,SUP-050,CMP-007,3214,3214,23,41.46,-1,98.99,108.5,101.33,Supplier B25,CZ,17,Strategic,Module housing,Aluminium,42.0,0.18,0.26,133252.44,134988.0,-1735.5599999999977,-1.285714285714279,0.00715619166148102,True,2026-01,0.0,False,Multivariate exception
PO-000642,2026-01-30,SUP-023,CMP-001,3281,3281,23,9.92,0,98.99,108.5,101.33,Supplier A24,DE,12,Approved,Anode graphite,Graphite,9.4,0.47,0.13,32547.52,30841.4,1706.119999999999,5.531914893617018,0.007010057909174032,True,2026-01,0.4239,False,Multivariate exception
PO-003019,2026-01-30,SUP-007,CMP-000,760,760,10,30.62,-2,98.99,108.5,101.33,Supplier A08,DE,12,Strategic,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,23271.2,23560.0,-288.7999999999993,-1.2258064516128986,0.013157894736842105,True,2026-01,0.0427,False,Multivariate exception
PO-002306,2026-01-30,SUP-026,CMP-004,2644,2644,34,76.91,1,98.99,108.5,101.33,Supplier B01,DE,12,Approved,Battery cell,Multi-material,74.0,0.52,0.18,203350.03999999998,195656.0,7694.039999999979,3.93243243243242,0.012859304084720122,True,2026-01,0.2144,False,Multivariate exception
PO-003618,2026-01-30,SUP-018,CMP-001,4098,4098,57,10.13,-2,98.99,108.5,101.33,Supplier A19,CN,42,Preferred,Anode graphite,Graphite,9.4,0.47,0.13,41512.740000000005,38521.200000000004,2991.540000000001,7.765957446808525,0.013909224011713031,True,2026-01,0.724,False,Multivariate exception
PO-000870,2026-01-31,SUP-022,CMP-006,192,192,1,28.15,-2,98.93,108.56,101.25,Supplier A23,DE,12,Preferred,Thermal management plate,Aluminium,28.0,0.16,0.24,5404.799999999999,5376.0,28.799999999999272,0.5357142857142838,0.005208333333333333,True,2026-01,0.0,False,Multivariate exception
PO-001602,2026-01-31,SUP-041,CMP-005,5880,5880,196,118.19,2,98.93,108.56,101.25,Supplier B16,SE,10,Strategic,Battery management system,Electronics,118.0,0.08,0.09,694957.2,693840.0,1117.1999999999534,0.16101694915253706,0.03333333333333333,True,2026-01,1.3151,False,Multivariate exception
PO-002454,2026-01-31,SUP-048,CMP-005,4051,4051,12,118.54,0,98.93,108.56,101.25,Supplier B23,PL,19,Preferred,Battery management system,Electronics,118.0,0.08,0.09,480205.54000000004,478018.0,2187.5400000000373,0.45762711864407724,0.0029622315477659837,True,2026-01,0.0,False,Multivariate exception
PO-002913,2026-01-31,SUP-036,CMP-004,5400,5400,46,70.72,3,98.93,108.56,101.25,Supplier B11,DE,12,Strategic,Battery cell,Multi-material,74.0,0.52,0.18,381888.0,399600.0,-17712.0,-4.432432432432432,0.008518518518518519,False,2026-01,0.3816,False,Multivariate exception
PO-002360,2026-01-31,SUP-049,CMP-004,2653,2653,50,77.91,3,98.93,108.56,101.25,Supplier B24,FI,9,Preferred,Battery cell,Multi-material,74.0,0.52,0.18,206695.22999999998,196322.0,10373.229999999981,5.28378378378378,0.018846588767433094,False,2026-01,0.6758,False,Multivariate exception
PO-004075,2026-01-31,SUP-016,CMP-002,2287,2287,38,4.97,-2,98.93,108.56,101.25,Supplier A17,CN,42,Preferred,Cell casing,Aluminium,4.8,0.22,0.2,11366.39,10977.6,388.78999999999905,3.541666666666665,0.016615653694796676,True,2026-01,0.3047,False,Multivariate exception
PO-003331,2026-01-31,SUP-013,CMP-004,937,937,11,75.77,1,98.93,108.56,101.25,Supplier A14,CN,42,Approved,Battery cell,Multi-material,74.0,0.52,0.18,70996.48999999999,69338.0,1658.4899999999907,2.391891891891884,0.011739594450373533,True,2026-01,0.01,False,Multivariate exception
PO-003542,2026-02-01,SUP-050,CMP-004,1870,1870,16,73.63,1,98.87,108.63,101.17,Supplier B25,CZ,17,Strategic,Battery cell,Multi-material,74.0,0.52,0.18,137688.1,138380.0,-691.8999999999942,-0.5000000000000115,0.008556149732620321,True,2026-02,0.0,False,Multivariate exception
PO-001287,2026-02-01,SUP-039,CMP-004,5721,5721,21,74.83,2,98.87,108.63,101.17,Supplier B14,PT,15,Preferred,Battery cell,Multi-material,74.0,0.52,0.18,428102.43,423354.0,4748.429999999993,1.1216216216216157,0.0036706869428421605,True,2026-02,0.1908,False,Multivariate exception
PO-002664,2026-02-01,SUP-028,CMP-004,4163,4163,59,77.63,-2,98.87,108.63,101.17,Supplier B03,CN,42,Approved,Battery cell,Multi-material,74.0,0.52,0.18,323173.69,308062.0,15111.690000000002,4.905405405405405,0.014172471775162144,True,2026-02,0.3574,False,Multivariate exception
PO-002096,2026-02-01,SUP-010,CMP-006,5844,5844,9,28.96,4,98.87,108.63,101.17,Supplier A11,DE,12,Approved,Thermal management plate,Aluminium,28.0,0.16,0.24,169242.24,163632.0,5610.239999999991,3.4285714285714253,0.001540041067761807,False,2026-02,0.5908,False,Multivariate exception
PO-000101,2026-02-02,SUP-013,CMP-000,5807,5807,254,32.84,-1,98.81,108.69,101.09,Supplier A14,CN,42,Approved,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,190701.88000000003,180017.0,10684.880000000034,5.9354838709677615,0.043740313414844155,True,2026-02,2.0079,False,High defect rate
PO-001062,2026-02-02,SUP-023,CMP-004,4909,4909,27,74.8,1,98.81,108.69,101.09,Supplier A24,DE,12,Approved,Battery cell,Multi-material,74.0,0.52,0.18,367193.2,363266.0,3927.2000000000116,1.08108108108107,0.005500101853738032,True,2026-02,0.0,False,Multivariate exception
PO-001338,2026-02-02,SUP-041,CMP-000,5914,5914,153,29.66,0,98.81,108.69,101.09,Supplier B16,SE,10,Strategic,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,175409.24,183334.0,-7924.760000000009,-4.322580645161289,0.025870815015218127,True,2026-02,0.8357,False,Multivariate exception
PO-003654,2026-02-02,SUP-038,CMP-007,1917,1917,20,41.58,5,98.81,108.69,101.09,Supplier B13,PT,15,Preferred,Module housing,Aluminium,42.0,0.18,0.26,79708.86,80514.0,-805.1399999999994,-1.0000000000000009,0.010432968179447054,False,2026-02,0.7631,False,Multivariate exception
PO-002260,2026-02-02,SUP-030,CMP-003,2453,2453,19,7.86,1,98.81,108.69,101.09,Supplier B05,CZ,17,Preferred,Copper busbar,Copper,7.2,0.4,0.11,19280.58,17661.600000000002,1618.9799999999996,9.166666666666679,0.0077456176110884635,True,2026-02,0.9031,False,Multivariate exception
PO-002856,2026-02-02,SUP-029,CMP-008,2424,2424,22,18.8,0,98.81,108.69,101.09,Supplier B04,DE,12,Strategic,High-voltage connector,Copper/Electronics,18.0,0.18,0.1,45571.200000000004,43632.0,1939.2000000000044,4.444444444444451,0.009075907590759076,True,2026-02,0.2806,False,Multivariate exception
PO-000016,2026-02-03,SUP-040,CMP-002,5038,5038,21,4.96,3,98.74,108.75,101.0,Supplier B15,KR,21,Preferred,Cell casing,Aluminium,4.8,0.22,0.2,24988.48,24182.399999999998,806.0800000000017,3.3333333333333437,0.004168320762207225,False,2026-02,0.4044,False,Multivariate exception
PO-002309,2026-02-03,SUP-037,CMP-007,5322,5322,40,41.66,-4,98.74,108.75,101.0,Supplier B12,CZ,17,Preferred,Module housing,Aluminium,42.0,0.18,0.26,221714.52,223524.0,-1809.4800000000105,-0.8095238095238155,0.00751597143930853,True,2026-02,0.0,False,Multivariate exception
PO-000151,2026-02-04,SUP-013,CMP-005,329,329,5,118.03,1,98.68,108.81,100.92,Supplier A14,CN,42,Approved,Battery management system,Electronics,118.0,0.08,0.09,38831.87,38822.0,9.87000000000262,0.025423728813556146,0.015197568389057751,True,2026-02,0.1699,False,Multivariate exception
PO-001036,2026-02-04,SUP-009,CMP-000,4321,4321,76,32.19,1,98.68,108.81,100.92,Supplier A10,CN,42,Preferred,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,139092.99,133951.0,5141.989999999991,3.8387096774193497,0.017588521175653783,True,2026-02,0.3769,False,Multivariate exception
PO-004080,2026-02-04,SUP-021,CMP-006,4711,4711,15,28.9,5,98.68,108.81,100.92,Supplier A22,DE,12,Preferred,Thermal management plate,Aluminium,28.0,0.16,0.24,136147.9,131908.0,4239.899999999994,3.214285714285703,0.0031840373593716833,False,2026-02,0.7722,False,Multivariate exception
PO-004613,2026-02-05,SUP-026,CMP-005,3969,3969,71,123.32,1,98.61,108.87,100.84,Supplier B01,DE,12,Approved,Battery management system,Electronics,118.0,0.08,0.09,489457.07999999996,468342.0,21115.079999999958,4.508474576271171,0.017888636936255985,True,2026-02,0.4445,False,Multivariate exception
PO-004755,2026-02-05,SUP-043,CMP-006,4891,4891,103,30.29,0,98.61,108.87,100.84,Supplier B18,CZ,17,Approved,Thermal management plate,Aluminium,28.0,0.16,0.24,148148.38999999998,136948.0,11200.389999999985,8.178571428571434,0.02105908812103864,True,2026-02,0.9403,False,Multivariate exception
PO-001715,2026-02-05,SUP-040,CMP-006,5161,5161,35,28.71,3,98.61,108.87,100.84,Supplier B15,KR,21,Preferred,Thermal management plate,Aluminium,28.0,0.16,0.24,148172.31,144508.0,3664.3099999999977,2.5357142857142856,0.006781631466770006,False,2026-02,0.3827,False,Multivariate exception
PO-003503,2026-02-05,SUP-003,CMP-001,5069,5069,92,10.19,2,98.61,108.87,100.84,Supplier A04,KR,21,Approved,Anode graphite,Graphite,9.4,0.47,0.13,51653.11,47648.6,4004.510000000002,8.404255319148923,0.01814953639771158,True,2026-02,0.8977,False,Multivariate exception
PO-003510,2026-02-05,SUP-034,CMP-004,3965,3965,23,76.32,0,98.61,108.87,100.84,Supplier B09,CN,42,Preferred,Battery cell,Multi-material,74.0,0.52,0.18,302608.8,293410.0,9198.799999999988,3.1351351351351253,0.005800756620428752,True,2026-02,0.108,False,Multivariate exception
PO-002205,2026-02-06,SUP-042,CMP-009,1867,1867,26,13.42,0,98.55,108.93,100.76,Supplier B17,DE,12,Approved,Pack seal & insulation,Polymers,13.0,0.06,0.14,25055.14,24271.0,784.1399999999994,3.230769230769237,0.013926084627745045,True,2026-02,0.1508,False,Multivariate exception
PO-003297,2026-02-06,SUP-020,CMP-000,1977,1977,7,31.16,-2,98.55,108.93,100.76,Supplier A21,KR,21,Preferred,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,61603.32,61287.0,316.3199999999997,0.5161290322580614,0.0035407182599898838,True,2026-02,0.0,False,Multivariate exception
PO-002863,2026-02-06,SUP-046,CMP-003,1563,1563,21,7.42,4,98.55,108.93,100.76,Supplier B21,KR,21,Preferred,Copper busbar,Copper,7.2,0.4,0.11,11597.46,11253.6,343.85999999999876,3.0555555555555447,0.013435700575815739,False,2026-02,0.5837,False,Multivariate exception
PO-000329,2026-02-06,SUP-010,CMP-000,3509,3509,16,31.22,0,98.55,108.93,100.76,Supplier A11,DE,12,Approved,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,109550.98,108779.0,771.9799999999959,0.7096774193548372,0.004559703619264748,True,2026-02,0.0,False,Multivariate exception
PO-004173,2026-02-06,SUP-020,CMP-004,1704,1704,20,76.61,1,98.55,108.93,100.76,Supplier A21,KR,21,Preferred,Battery cell,Multi-material,74.0,0.52,0.18,130543.44,126096.0,4447.440000000002,3.52702702702703,0.011737089201877934,True,2026-02,0.1596,False,Multivariate exception
PO-002605,2026-02-07,SUP-051,CMP-008,4499,4499,43,19.21,2,98.48,108.99,100.69,Supplier B26,KR,21,Approved,High-voltage connector,Copper/Electronics,18.0,0.18,0.1,86425.79000000001,80982.0,5443.790000000008,6.722222222222229,0.009557679484329852,True,2026-02,0.6114,False,Multivariate exception
PO-004418,2026-02-07,SUP-008,CMP-003,1885,1885,23,7.34,1,98.48,108.99,100.69,Supplier A09,CN,42,Preferred,Copper busbar,Copper,7.2,0.4,0.11,13835.9,13572.0,263.89999999999964,1.9444444444444375,0.01220159151193634,True,2026-02,0.0,False,Multivariate exception
PO-000977,2026-02-07,SUP-035,CMP-007,1692,1692,12,42.53,1,98.48,108.99,100.69,Supplier B10,KR,21,Strategic,Module housing,Aluminium,42.0,0.18,0.26,71960.76,71064.0,896.7599999999948,1.2619047619047752,0.0070921985815602835,True,2026-02,0.0,False,Multivariate exception
PO-001578,2026-02-07,SUP-045,CMP-006,4096,4096,24,27.49,-1,98.48,108.99,100.69,Supplier B20,DE,12,Approved,Thermal management plate,Aluminium,28.0,0.16,0.24,112599.04,114688.0,-2088.9600000000064,-1.8214285714285738,0.005859375,True,2026-02,0.0,False,Multivariate exception
PO-001304,2026-02-07,SUP-038,CMP-007,4958,4958,25,41.33,4,98.48,108.99,100.69,Supplier B13,PT,15,Preferred,Module housing,Aluminium,42.0,0.18,0.26,204914.13999999998,208236.0,-3321.860000000015,-1.595238095238094,0.005042355788624445,False,2026-02,0.5723,False,Multivariate exception
PO-001654,2026-02-07,SUP-009,CMP-000,3529,3529,60,31.7,1,98.48,108.99,100.69,Supplier A10,CN,42,Preferred,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,111869.3,109399.0,2470.300000000003,2.2580645161290214,0.01700198356474922,True,2026-02,0.2825,False,Multivariate exception
PO-002517,2026-02-08,SUP-006,CMP-006,1052,1052,13,27.1,2,98.41,109.05,100.61,Supplier A07,CN,42,Preferred,Thermal management plate,Aluminium,28.0,0.16,0.24,28509.2,29456.0,-946.7999999999993,-3.214285714285714,0.012357414448669201,True,2026-02,0.1908,False,Multivariate exception
PO-004793,2026-02-08,SUP-013,CMP-000,4792,4792,64,31.11,3,98.41,109.05,100.61,Supplier A14,CN,42,Approved,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,149079.12,148552.0,527.1199999999953,0.3548387096774075,0.01335559265442404,False,2026-02,0.3855,False,Multivariate exception
PO-004602,2026-02-09,SUP-028,CMP-009,3463,3463,59,13.19,-2,98.34,109.1,100.53,Supplier B03,CN,42,Approved,Pack seal & insulation,Polymers,13.0,0.06,0.14,45676.97,45019.0,657.9700000000012,1.4615384615384475,0.017037250938492638,True,2026-02,0.2847,False,Multivariate exception
PO-001531,2026-02-09,SUP-002,CMP-008,2976,2976,63,17.56,-1,98.34,109.1,100.53,Supplier A03,PL,19,Strategic,High-voltage connector,Copper/Electronics,18.0,0.18,0.1,52258.56,53568.0,-1309.4400000000023,-2.444444444444449,0.021169354838709676,True,2026-02,0.5424,False,Multivariate exception
PO-004090,2026-02-09,SUP-048,CMP-009,850,850,2,13.02,0,98.34,109.1,100.53,Supplier B23,PL,19,Preferred,Pack seal & insulation,Polymers,13.0,0.06,0.14,11067.0,11050.0,17.0,0.15384615384614886,0.002352941176470588,True,2026-02,0.0,False,Multivariate exception
PO-001700,2026-02-09,SUP-002,CMP-004,2750,2750,50,75.0,-4,98.34,109.1,100.53,Supplier A03,PL,19,Strategic,Battery cell,Multi-material,74.0,0.52,0.18,206250.0,203500.0,2750.0,1.3513513513513598,0.01818181818181818,True,2026-02,0.356,False,Multivariate exception
PO-000233,2026-02-09,SUP-018,CMP-002,5079,5079,60,4.98,1,98.34,109.1,100.53,Supplier A19,CN,42,Preferred,Cell casing,Aluminium,4.8,0.22,0.2,25293.420000000002,24379.2,914.2200000000012,3.750000000000009,0.011813349084465446,True,2026-02,0.189,False,Multivariate exception
PO-000386,2026-02-09,SUP-049,CMP-009,1021,1021,11,12.81,-3,98.34,109.1,100.53,Supplier B24,FI,9,Preferred,Pack seal & insulation,Polymers,13.0,0.06,0.14,13079.01,13273.0,-193.98999999999978,-1.4615384615384586,0.010773751224289911,True,2026-02,0.0,False,Multivariate exception
PO-000874,2026-02-09,SUP-009,CMP-009,5641,5641,29,13.05,2,98.34,109.1,100.53,Supplier A10,CN,42,Preferred,Pack seal & insulation,Polymers,13.0,0.06,0.14,73615.05,73333.0,282.0500000000029,0.38461538461538325,0.005140932458783903,True,2026-02,0.1908,False,Multivariate exception
PO-003946,2026-02-09,SUP-051,CMP-007,1174,1174,20,44.25,0,98.34,109.1,100.53,Supplier B26,KR,21,Approved,Module housing,Aluminium,42.0,0.18,0.26,51949.5,49308.0,2641.5,5.35714285714286,0.017035775127768313,True,2026-02,0.4916,False,Multivariate exception
PO-000974,2026-02-09,SUP-005,CMP-006,4090,4090,84,28.24,2,98.34,109.1,100.53,Supplier A06,DE,12,Preferred,Thermal management plate,Aluminium,28.0,0.16,0.24,115501.59999999999,114520.0,981.5999999999913,0.8571428571428452,0.020537897310513448,True,2026-02,0.538,False,Multivariate exception
PO-000355,2026-02-09,SUP-052,CMP-009,4600,4600,467,12.84,3,98.34,109.1,100.53,Supplier C01,DE,12,Approved,Pack seal & insulation,Polymers,13.0,0.06,0.14,59064.0,59800.0,-736.0,-1.2307692307692353,0.10152173913043479,False,2026-02,5.5678,True,High defect rate
PO-002247,2026-02-10,SUP-022,CMP-001,2822,2822,17,9.68,-1,98.28,109.16,100.45,Supplier A23,DE,12,Preferred,Anode graphite,Graphite,9.4,0.47,0.13,27316.96,26526.8,790.1599999999999,2.9787234042553123,0.006024096385542169,True,2026-02,0.0874,False,Multivariate exception
PO-002211,2026-02-10,SUP-000,CMP-002,302,302,4,4.84,8,98.28,109.16,100.45,Supplier A01,HU,24,Preferred,Cell casing,Aluminium,4.8,0.22,0.2,1461.68,1449.6,12.080000000000155,0.8333333333333304,0.013245033112582781,False,2026-02,1.3363,False,Late delivery
PO-003320,2026-02-10,SUP-046,CMP-007,5470,5470,75,43.28,3,98.28,109.16,100.45,Supplier B21,KR,21,Preferred,Module housing,Aluminium,42.0,0.18,0.26,236741.6,229740.0,7001.600000000006,3.0476190476190546,0.013711151736745886,False,2026-02,0.401,False,Multivariate exception
PO-004250,2026-02-10,SUP-010,CMP-002,1882,1882,9,4.88,1,98.28,109.16,100.45,Supplier A11,DE,12,Approved,Cell casing,Aluminium,4.8,0.22,0.2,9184.16,9033.6,150.5599999999995,1.6666666666666607,0.004782146652497344,True,2026-02,0.0,False,Multivariate exception
PO-000176,2026-02-11,SUP-049,CMP-001,2388,2388,17,9.53,2,98.21,109.21,100.38,Supplier B24,FI,9,Preferred,Anode graphite,Graphite,9.4,0.47,0.13,22757.64,22447.2,310.4399999999987,1.382978723404249,0.00711892797319933,True,2026-02,0.1908,False,Multivariate exception
PO-000679,2026-02-11,SUP-017,CMP-009,514,514,7,13.45,1,98.21,109.21,100.38,Supplier A18,PL,19,Approved,Pack seal & insulation,Polymers,13.0,0.06,0.14,6913.299999999999,6682.0,231.29999999999927,3.4615384615384492,0.013618677042801557,True,2026-02,0.167,False,Multivariate exception
PO-001426,2026-02-12,SUP-003,CMP-009,3416,3416,117,14.4,2,98.14,109.27,100.3,Supplier A04,KR,21,Approved,Pack seal & insulation,Polymers,13.0,0.06,0.14,49190.4,44408.0,4782.4000000000015,10.769230769230775,0.03425058548009368,True,2026-02,1.7673,False,Multivariate exception
PO-002657,2026-02-12,SUP-018,CMP-004,3175,3175,50,76.82,4,98.14,109.27,100.3,Supplier A19,CN,42,Preferred,Battery cell,Multi-material,74.0,0.52,0.18,243903.49999999997,234950.0,8953.49999999997,3.810810810810805,0.015748031496062992,False,2026-02,0.6388,False,Multivariate exception
PO-001160,2026-02-12,SUP-045,CMP-000,1146,1146,8,32.58,2,98.14,109.27,100.3,Supplier B20,DE,12,Approved,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,37336.68,35526.0,1810.6800000000003,5.096774193548392,0.006980802792321117,True,2026-02,0.4132,False,Multivariate exception
PO-004059,2026-02-12,SUP-005,CMP-009,460,460,12,12.5,0,98.14,109.27,100.3,Supplier A06,DE,12,Preferred,Pack seal & insulation,Polymers,13.0,0.06,0.14,5750.0,5980.0,-230.0,-3.8461538461538436,0.02608695652173913,True,2026-02,0.8492,False,Multivariate exception
PO-003549,2026-02-12,SUP-028,CMP-005,2171,2171,25,127.06,-1,98.14,109.27,100.3,Supplier B03,CN,42,Approved,Battery management system,Electronics,118.0,0.08,0.09,275847.26,256178.0,19669.26000000001,7.677966101694911,0.011515430677107323,True,2026-02,0.7069,False,Multivariate exception
PO-001302,2026-02-13,SUP-011,CMP-006,2641,2641,57,28.66,-1,98.06,109.32,100.23,Supplier A12,DE,12,Preferred,Thermal management plate,Aluminium,28.0,0.16,0.24,75691.06,73948.0,1743.0599999999977,2.3571428571428577,0.02158273381294964,True,2026-02,0.5682,False,Multivariate exception
